Mouse gene name	Gene name
Srrt	SRRT
Crkl	CRKL
Mettl25	METTL25
Oc90	AC100868.1
Hsbp1	HSBP1
Slc41a1	SLC41A1
Cabp2	CABP2
Paox	PAOX
Mab21l3	MAB21L3
Tmed9	TMED9
Klk15	KLK15
Apoe	APOE
Cuzd1	CUZD1
Pom121	POM121
Gdpd1	GDPD1
Pnpla5	PNPLA5
Acsf2	ACSF2
Cdh10	CDH10
Olfr802	OR6C1
Olfr786	OR6C1
Itk	ITK
Fam71b	FAM71B
Gm15517	AC010325.1
Slc9b1	SLC9B1
Plekha2	PLEKHA2
Slc17a3	SLC17A3
Ska2	SKA2
Ttc29	TTC29
Med28	MED28
Gcsam	GCSAM
Serf1	SERF1A
Prr14l	PRR14L
Antxr1	ANTXR1
Esf1	ESF1
Dpysl3	DPYSL3
Fxyd3	FXYD3
Nid2	NID2
Ttc14	TTC14
Cavin3	CAVIN3
Uhrf1bp1l	UHRF1BP1L
Fam19a2	FAM19A2
Smn1	SMN2
A830018L16Rik	C8orf34
Nup133	NUP133
Taf11	AC233724.17
Srcap	AC106886.5
Gm42715	AC106886.5
Scube1	SCUBE1
Fam71e1	FAM71E1
Rps9	RPS9
Entpd5	ENTPD5
Cabyr	CABYR
Vps9d1	VPS9D1
Ep300	EP300
Olfr1496	OR1S1
Zfp113	ZNF3
Auts2	AUTS2
Fam160a2	FAM160A2
Kras	KRAS
Tex9	TEX9
Serpinb9b	SERPINB9
Serpinb9g	SERPINB9
Serpinb9f	SERPINB9
Serpinb9e	SERPINB9
Serpinb9	SERPINB9
Serpinb9c	SERPINB9
Gm11397	SERPINB9
Serpinb9d	SERPINB9
Taf11	AC106774.5
Taf11	AC106774.6
Bmpr2	BMPR2
Atg4d	ATG4D
Cyb5r2	CYB5R2
Matn2	MATN2
Lig3	LIG3
Bag5	BAG5
Taf11	AC106774.10
Rb1	RB1
S1pr5	S1PR5
Stard3nl	STARD3NL
Ccl1	CCL1
Gm12248	FAXDC2
Elp5	ELP5
9430015G10Rik	C1orf159
Akr1b3	AKR1B1
Itm2b	ITM2B
Akr7a5	AKR7L
Gnao1	GNAO1
Zfp804b	ZNF804B
Rab4a	RAB4A
Cyb561d2	CYB561D2
Stxbp1	STXBP1
Gng10	GNG10
Clybl	CLYBL
Map7	MAP7
Cst7	CST7
Cltb	CLTB
Opn1mw	OPN1MW3
Mlph	MLPH
Anapc5	ANAPC5
Ube3a	UBE3A
Prkdc	PRKDC
Tead3	TEAD3
Crym	CRYM
Slit1	SLIT1
Arhgap19	ARHGAP19
Celsr2	CELSR2
Nop58	NOP58
Lin28a	LIN28A
Svop	SVOP
Ccdc146	CCDC146
Plekhb1	PLEKHB1
Muc5b	MUC5B
Srpr	SRPRA
Mrps35	MRPS35
Wdr4	WDR4
Ltb4r1	LTB4R
Gm10093	HDAC1
Arpp19	ARPP19
Nrn1	NRN1
Zbtb20	ZBTB20
Vip	VIP
Olfr299	OR14C36
Olfr292	OR14C36
Olfr310	OR14C36
Olfr297	OR14C36
Olfr293	OR14C36
Olfr301	OR14C36
Olfr295	OR14C36
Ctdsp2	CTDSP2
Gorasp2	GORASP2
Tmem267	TMEM267
Syce2	SYCE2
Tspan4	TSPAN4
Dennd1b	DENND1B
Lgi1	LGI1
Asah1	ASAH1
Slc30a4	SLC30A4
Rai2	RAI2
Clspn	CLSPN
Kazn	KAZN
Pno1	PNO1
Acot13	ACOT13
Emc6	EMC6
Mthfd1	MTHFD1
Recql4	RECQL4
Ninj1	NINJ1
Hgd	HGD
Ankef1	ANKEF1
Gtpbp6	GTPBP6
Ccl27a	CCL27
Ccl27b	CCL27
Ccl27a	CCL27
Ccl27a	CCL27
Gm13306	CCL27
1700013F07Rik	C1orf194
Il11ra2	IL11RA
Il11ra2	IL11RA
Il11ra1	IL11RA
Gm13305	IL11RA
Il11ra2	IL11RA
Pde8a	PDE8A
Dpyd	DPYD
Acp7	ACP7
Mb21d2	MB21D2
Myo9a	MYO9A
Plcxd1	PLCXD1
4930550L24Rik	MAGEC2
Mkrn3	MKRN3
Cox7a2	COX7A2
Plxna4	PLXNA4
Igkv15-103	IGKV1D-33
Papolb	PAPOLB
Acadvl	ACADVL
Ift27	IFT27
Tmem150c	TMEM150C
Nbeal2	NBEAL2
Pik3r4	PIK3R4
Prtg	PRTG
Cnksr1	CNKSR1
Gm6268	CT47A4
Agps	AGPS
Hsfy2	HSFY2
Gad1	GAD1
Cyp21a1	CYP21A2
Erlec1	ERLEC1
Wee2	WEE2
Ppfia2	PPFIA2
B4galnt1	B4GALNT1
Slc5a7	SLC5A7
Gcn1l1	GCN1
2310039H08Rik	C6orf226
Tcea2	TCEA2
Hcar1	HCAR1
AF529169	KIAA1024
Lgals1	LGALS1
Prpf38b	PRPF38B
Acad9	ACAD9
Bbx	BBX
Mylpf	MYLPF
Lsm4	LSM4
Smg7	SMG7
Spryd4	SPRYD4
Adnp2	ADNP2
Tmc7	TMC7
Iws1	IWS1
Cpne3	CPNE3
Atg9a	ATG9A
Mob3b	MOB3B
H2-Q10	HLA-E
H2-M2	HLA-E
H2-M11	HLA-E
H2-Q7	HLA-E
Gm8909	HLA-E
H2-M1	HLA-E
H2-Q6	HLA-E
Gm7030	HLA-E
H2-K1	HLA-E
H2-M3	HLA-E
H2-Q4	HLA-E
H2-D1	HLA-E
H2-M9	HLA-E
Gm11127	HLA-E
H2-Q1	HLA-E
H2-T3	HLA-E
H2-Q2	HLA-E
H2-M5	HLA-E
H2-T23	HLA-E
Gpr35	GPR35
Ifngr2	IFNGR2
Caap1	CAAP1
Adam22	ADAM22
Nr2c2ap	NR2C2AP
Gm13178	AADACL4
Gm438	AADACL4
Gm13124	AADACL4
Aadacl4	AADACL4
Gm436	AADACL4
9430007A20Rik	AADACL4
Ttc39c	TTC39C
Gbx1	GBX1
Rab21	RAB21
Nkx2-4	NKX2-4
Coch	COCH
Scg2	SCG2
Rnls	RNLS
Ddx21	DDX21
Grk2	GRK2
Tarsl2	TARSL2
Birc7	BIRC7
Usp16	USP16
Slc16a13	SLC16A13
Rev3l	REV3L
Hoxd9	HOXD9
Car5b	CA5B
Vhl	VHL
Tex50	TEX50
Cd28	CD28
Prdx6b	PRDX6
Prdx6	PRDX6
Nos1	NOS1
Htr2b	HTR2B
Actc1	ACTC1
Mrpl14	MRPL14
Immp1l	IMMP1L
Nipal3	NIPAL3
Mogat1	MOGAT1
Mfap2	MFAP2
Atp13a2	ATP13A2
Chtop	CHTOP
Atad1	ATAD1
Rps6ka4	RPS6KA4
Gid8	GID8
Eef1g	EEF1G
4930523C07Rik	KIAA0040
Msl2	MSL2
Papss2	PAPSS2
Myo15	MYO15A
Cenpt	CENPT
Cabin1	CABIN1
Frs2	FRS2
Nt5c1b	NT5C1B-RDH14
Trim26	TRIM26
Lrrc39	LRRC39
Rpl4	RPL4
Jph1	JPH1
Rab36	RAB36
Rfc4	RFC4
Senp5	SENP5
Hps3	HPS3
Serbp1	SERBP1
Ccdc68	CCDC68
Mtus1	MTUS1
Ssb	SSB
9530003J23Rik	LYZ
Lyz2	LYZ
Lyz1	LYZ
Sept11	SEPT11
D630003M21Rik	KIAA1755
Dck	DCK
Rplp2	RPLP2
Vwf	VWF
Rtbdn	RTBDN
Igll1	IGLL5
Iglc3	IGLL5
Iglc2	IGLL5
Iglc4	IGLL5
Iglc1	IGLL5
Gm4737	AHCY
Ahcy	AHCY
Pde12	PDE12
Rps27l	RPS27L
Pga5	PGA5
Usp38	USP38
Pga5	PGA4
Thrap3	THRAP3
Ighv4-1	IGHV3OR16-8
Ldha	LDHA
Frg2f1	FRG2
Ap1b1	AP1B1
Trmt6	TRMT6
Chst3	CHST3
B3galt2	B3GALT2
Ccdc58	CCDC58
Adamdec1	ADAMDEC1
Tars	TARS
Pyroxd2	PYROXD2
Asna1	ASNA1
Tjp1	TJP1
Taf6l	TAF6L
Slc25a22	SLC25A22
Cpt2	CPT2
Fancd2	FANCD2
Tenm3	TENM3
Slc38a7	SLC38A7
AU022252	C1orf50
Echdc3	ECHDC3
Cep57l1	CEP57L1
Rhof	RHOF
9530053A07Rik	FCGBP
Fcgbp	FCGBP
Slfn5	SLFN5
Elp3	ELP3
Klhdc3	KLHDC3
Zdhhc15	ZDHHC15
Fbxl8	AC074143.1
Nsmce2	NSMCE2
Tlr5	TLR5
Zcchc17	ZCCHC17
Ppp2r5e	PPP2R5E
Piezo1	PIEZO1
Polr1e	POLR1E
Rhot2	RHOT2
Gm20683	RHOT2
Stap1	STAP1
Eif2b5	EIF2B5
Il6ra	IL6R
Stx17	STX17
Nktr	NKTR
Slc51b	SLC51B
Olfr1238	OR4A5
Gm4131	C13orf42
Sec22c	SEC22C
Kif26a	KIF26A
Olfr198	OR5AC2
Olfr202	OR5AC2
Olfr199	OR5AC2
Olfr201	OR5AC2
Adprh	ADPRH
Btg3	BTG3
Gm7334	BTG3
Fanci	FANCI
Zfp457	ZNF506
Zfp58	ZNF506
Zfp493	ZNF506
CT573016.1	ZNF506
Zfp273	ZNF506
Zfp72	ZNF506
Zfp458	ZNF506
Zfp953	ZNF506
Zfp85	ZNF506
Zfp738	ZNF506
Zfp759	ZNF506
Zfp65	ZNF506
Zfp708	ZNF506
Zfp87	ZNF506
Ctxn3	CTXN3
Ing5	ING5
Vrk2	VRK2
Pld6	PLD6
Lgals7	LGALS7
Zfp941	ZNF519
Zfp386	ZNF519
D3Ertd254e	ZNF519
Adamts8	ADAMTS8
Ptpre	PTPRE
Ager	AGER
Cabp5	CABP5
Srek1	SREK1
Obox8	TPRX1
Kcnip3	KCNIP3
Nle1	NLE1
Nop53	NOP53
Flrt3	FLRT3
Lgr6	LGR6
Rtel1	RTEL1
Fpgt	FPGT
Pnn	PNN
Ube2f	UBE2F
Cacna1h	CACNA1H
Arl6ip4	ARL6IP4
Gpr157	GPR157
Wdr31	WDR31
Vipas39	VIPAS39
Hist1h2be	HIST1H2BC
Hist1h2bc	HIST1H2BC
Vav1	VAV1
Stc2	STC2
Hexa	HEXA
C77080	KIAA1522
Nfkbil1	NFKBIL1
Rangap1	RANGAP1
3110062M04Rik	C7orf49
Parp8	PARP8
Prop1	PROP1
1700007K09Rik	FAM24A
Fam24a	FAM24A
Olfr796	OR10P1
Gm20538	NDUFB8
Ndufb8	NDUFB8
Stpg4	STPG4
Ccdc59	CCDC59
Iars	IARS
Mea1	MEA1
Eif5a	EIF5A
B4galt7	B4GALT7
Uck1	UCK1
Cog2	COG2
Apoc4	APOC4
Ptpn7	PTPN7
Pum1	PUM1
Spink1	SPINK1
Tulp4	TULP4
Dusp1	DUSP1
Corin	CORIN
Smu1	SMU1
F2rl1	F2RL1
Chm	CHM
Mpzl3	MPZL3
Ssx9	SSX2
Ssxb9	SSX2
Ssxb10	SSX2
Ssxb2	SSX2
Gm5751	SSX2
Ssxb1	SSX2
Ssxb5	SSX2
Gm6592	SSX2
Gm21876	SSX2
Ssxa1	SSX2
Gm14459	SSX2
Ssxb8	SSX2
Ssxb3	SSX2
Ssxb6	SSX2
Gpbp1	GPBP1
Depdc7	DEPDC7
Dmxl2	DMXL2
Crnkl1	CRNKL1
4933402N03Rik	C10orf120
Slc2a4	SLC2A4
Cenpi	CENPI
Neurod4	NEUROD4
Apela	APELA
Krt86	KRT83
Krt81	KRT83
Krt87	KRT83
Krt83	KRT83
Nans	NANS
Atp6v1e2	ATP6V1E2
Smpd1	SMPD1
Cnga4	CNGA4
Olfr1493-ps1	OR10W1
Olfr1490	OR10W1
Kdm2b	KDM2B
Syna	ERVFRD-1
Synb	ERVFRD-1
Gm27179	ERVFRD-1
Zscan21	ZSCAN21
Gcc2	GCC2
Bbof1	BBOF1
Fbrs	FBRS
1700020N01Rik	AC003005.1
Olfr63	OR10H3
Vwa1	VWA1
Zdhhc2	ZDHHC2
Gm10031	CSNK2A3
Gramd2	GRAMD2A
Sf3b6	SF3B6
Fam234b	FAM234B
Bpifa2	BPIFA2
Bpifb3	BPIFB3
Nmb	NMB
Hebp1	HEBP1
Dmrta1	DMRTA1
Mepe	MEPE
Tro	TRO
Xirp1	XIRP1
Fbxl2	FBXL2
Dhrs4	DHRS4
Creg1	CREG1
S100a13	S100A13
Leprotl1	LEPROTL1
Gzma	GZMA
Fga	FGA
Ammecr1	AMMECR1
Tas2r135	TAS2R60
Gys2	GYS2
Agap1	AGAP1
Dmrt1	DMRT1
Tnr	TNR
Dusp19	DUSP19
Hoxd12	HOXD12
Rpp21	RPP21
Fermt1	FERMT1
Olig1	OLIG1
Tnfrsf17	TNFRSF17
Ccdc60	CCDC60
Slc25a35	SLC25A35
Ntng1	NTNG1
Dnajc5	DNAJC5
Draxin	DRAXIN
Tspan8	TSPAN8
Dtx3l	DTX3L
Srek1ip1	SREK1IP1
Tmem18	TMEM18
Praf2	PRAF2
Trp53i11	TP53I11
Plekhn1	KLHL17
Pgam2	PGAM2
Arl5b	ARL5B
Amacr	AMACR
Rxfp3	RXFP3
Lnpk	LNPK
Pan3	PAN3
Prr15	PRR15
Adgrf3	ADGRF3
Flt3	FLT3
Gpr89	GPR89B
Usp19	USP19
Tubgcp6	TUBGCP6
Tmco5	TMCO5A
Eva1b	EVA1B
Ppp1r3f	PPP1R3F
Cntln	CNTLN
Gen1	GEN1
Adam7	ADAM7
Gja8	GJA8
Pidd1	PIDD1
4930558K02Rik	C1orf105
Scnm1	SCNM1
I830077J02Rik	C1orf162
Zfp729a	ZNF91
Zfp729b	ZNF91
Rasl10a	RASL10A
Insl3	INSL3
Ccdc150	CCDC150
Snapc2	SNAPC2
Zfp457	ZNF724
Zfp58	ZNF724
Zfp493	ZNF724
CT573016.1	ZNF724
Zfp273	ZNF724
Zfp72	ZNF724
Zfp458	ZNF724
Zfp953	ZNF724
Zfp85	ZNF724
Zfp738	ZNF724
Zfp759	ZNF724
Zfp65	ZNF724
Zfp708	ZNF724
Zfp87	ZNF724
Syngr3	SYNGR3
Trpm8	TRPM8
Mrpl49	MRPL49
Adamts7	ADAMTS7
Nr1d2	NR1D2
Nppc	NPPC
Stard6	STARD6
Slc25a23	SLC25A23
Sez6l2	SEZ6L2
Nkx2-6	NKX2-6
Bscl2	BSCL2
Zfp648	ZNF648
Hnrnpul2	HNRNPUL2
Cryga	CRYGA
Nomo1	NOMO2
Dock8	DOCK8
Prokr2	PROKR2
Mroh2a	MROH2A
Trbv21	TRBV21OR9-2
Tapbp	TAPBP
Slco1b2	SLCO1B7
Kbtbd11	KBTBD11
4933415F23Rik	PPP1R14B
Ppp1r14b	PPP1R14B
Tnfrsf12a	TNFRSF12A
Trpv3	TRPV3
Csk	CSK
Galntl5	GALNTL5
Tonsl	TONSL
Deptor	DEPTOR
Amy2a5	AMY1A
Amy1	AMY1A
Amy2a4	AMY1A
Amy2a3	AMY1A
Amy2a2	AMY1A
Amy2a1	AMY1A
Olfr402	OR3A1
Olfr401	OR3A1
Olfr410	OR3A1
Rab3il1	RAB3IL1
Zfp457	ZNF117
Zfp58	ZNF117
Zfp493	ZNF117
CT573016.1	ZNF117
Zfp273	ZNF117
Zfp72	ZNF117
Zfp458	ZNF117
Zfp953	ZNF117
Zfp85	ZNF117
Zfp738	ZNF117
Zfp759	ZNF117
Zfp65	ZNF117
Zfp708	ZNF117
Zfp87	ZNF117
BC029722	MMP24OS
Per1	PER1
Nsfl1c	NSFL1C
Bmp8a	BMP8B
Bbs5	BBS5
Vmac	AC104532.1
Sun1	SUN1
Sumf2	SUMF2
Osbpl8	OSBPL8
Cebpz	CEBPZ
Zfp457	ZNF257
Zfp58	ZNF257
Zfp493	ZNF257
CT573016.1	ZNF257
Zfp273	ZNF257
Zfp72	ZNF257
Zfp458	ZNF257
Zfp953	ZNF257
Zfp85	ZNF257
Zfp738	ZNF257
Zfp759	ZNF257
Zfp65	ZNF257
Zfp708	ZNF257
Zfp87	ZNF257
Tbccd1	TBCCD1
Pan2	PAN2
Glb1	GLB1
Foxj3	FOXJ3
Glyr1	GLYR1
Phkg1	PHKG1
Lipa	LIPA
Ifit1bl2	IFIT1B
Ifit1	IFIT1B
Ifit1bl1	IFIT1B
Lce6a	LCE6A
Tm4sf19	TM4SF19-TCTEX1D2
Megf11	MEGF11
Atrn	ATRN
Rwdd1	RWDD1
Tmem132a	TMEM132A
Zfp42	ZFP42
Tctex1d2	TCTEX1D2
Aloxe3	ALOXE3
Apol7a	APOL1
Apol11a	APOL1
Apol7c	APOL1
Apol9b	APOL1
Apol11b	APOL1
Apol8	APOL1
Apol9a	APOL1
Apol7e	APOL1
Apol10b	APOL1
Apol10a	APOL1
Apol7b	APOL1
Vps37d	VPS37D
Slc35g3	SLC35G6
Fbxo42	FBXO42
Zbtb4	ZBTB4
Igsf21	IGSF21
Smim11	SMIM11A
Ndufaf4	NDUFAF4
4930505A04Rik	C2orf73
Mipep	MIPEP
Stradb	STRADB
Ugt1a2	UGT1A3
Ugt1a5	UGT1A3
Sept6	SEPT6
Ugt1a8	UGT1A10
Ugt1a9	UGT1A10
Ugt1a10	UGT1A10
Bud23	BUD23
Plxnc1	PLXNC1
4930563D23Rik	C21orf140
Sp100	SP140L
AC133103.3	SP140L
AC168977.2	SP140L
Tdg	TDG
Ddhd2	DDHD2
Gripap1	GRIPAP1
C1qtnf9	C1QTNF9B
Ranbp3	RANBP3
Olfr1259	OR4C12
Olfr1255	OR4C12
Phf5a	PHF5A
Nifk	NIFK
Klhl26	KLHL26
Klk10	KLK10
Osgepl1	OSGEPL1
Bphl	BPHL
Hikeshi	HIKESHI
Dcstamp	DCSTAMP
Mark4	MARK4
Ipo4	IPO4
Spsb1	SPSB1
Ptgds	PTGDS
Bcas3	BCAS3
Tef	TEF
Lrrc15	LRRC15
Mkln1	MKLN1
Rab26	RAB26
Myo6	MYO6
Rab7b	RAB7B
Cpeb4	CPEB4
Shmt1	SHMT1
Nfu1	NFU1
Il17c	IL17C
Lrrc3c	LRRC3C
Leng9	LENG9
Ctsd	CTSD
AC034099.1	CTSD
Mlycd	MLYCD
Gpr137c	GPR137C
Slc38a5	SLC38A5
Ccdc190	CCDC190
Hnrnph2	HNRNPH2
Mmp8	MMP8
Chrna1	CHRNA1
Lmnb1	LMNB1
Ifih1	IFIH1
Dusp8	DUSP8
Dock1	DOCK1
Atp5l	ATP5L
Gm5426	ATP5L
Cndp2	CNDP2
Mbtd1	MBTD1
Got1l1	GOT1L1
Hfe	HFE
Vipr2	VIPR2
Hist1h4h	HIST1H4A
Kdm4a	KDM4A
Tnfrsf18	TNFRSF18
Lrriq4	LRRIQ4
Tmem145	TMEM145
Ankrd6	ANKRD6
Hand2	HAND2
Bhlhe41	BHLHE41
Kcng2	KCNG2
March9	MARCH9
Tubd1	TUBD1
Ltbp1	LTBP1
C330027C09Rik	CIP2A
Rlbp1	RLBP1
Ube2v2	UBE2V2
Ttc28	TTC28
Otoa	OTOA
Neurl4	AC026954.2
Pitpnb	PITPNB
Mcfd2	MCFD2
Bag1	BAG1
Psma5	PSMA5
Nme1	NME1
Cst6	CST6
Mzt2	MZT2B
Picalm	PICALM
Gps2	GPS2
Rcor2	RCOR2
Rrp7a	RRP7A
Prx	PRX
Eif3k	EIF3K
Pomt2	POMT2
Olfr804	OR6C6
Olfr782	OR6C6
Olfr779	OR6C6
Rex1bd	REX1BD
B4galt4	B4GALT4
Fam8a1	FAM8A1
Stk25	STK25
St6galnac3	ST6GALNAC3
Fuom	FUOM
Sort1	SORT1
Dok3	DOK3
Rab11fip1	RAB11FIP1
Spag5	SPAG5
Pced1a	PCED1A
Rsbn1l	RSBN1L
Map1a	MAP1A
C2	C2
Tesk2	TESK2
Erbin	ERBIN
Mthfd1l	MTHFD1L
Zfp511	ZNF511
Mfsd7a	MFSD7
Timd4	TIMD4
1700008O03Rik	C19orf81
Golga4	GOLGA4
Slc13a2	SLC13A2
Tmed7	TMED7
Inip	INIP
Prap1	PRAP1
Eif1ad	EIF1AD
Ccdc39	CCDC39
Gm4064	RBMY1D
Rbmy	RBMY1D
Gm10256	RBMY1D
Gm10352	RBMY1D
Gm29289	RBMY1D
Gm21677	RBMY1D
Gm21693	RBMY1D
Gm21704	RBMY1D
Gm21708	RBMY1D
Gm3376	RBMY1D
Cast	CAST
Pdhb	PDHB
Khdrbs1	KHDRBS1
Asb13	ASB13
Myt1l	MYT1L
Itsn2	ITSN2
Cdkl2	CDKL2
Mpo	MPO
Marc1	MARC1
Mark2	MARK2
Arl13b	ARL13B
Myo7b	MYO7B
Rffl	RFFL
Crtc3	CRTC3
Taf11	AC233724.6
Olfr1494	OR10Q1
Olfr1491	OR10Q1
Olfr1495	OR10Q1
Akr1b8	AKR1B10
Akr1b7	AKR1B10
Akr1b10	AKR1B10
Olfr1496	OR1S2
Taf11	AC233724.19
Slc24a3	SLC24A3
Olfr1502	OR9I1
Olfr1505	OR9I1
Olfr1499	OR9I1
Olfr464	OR4D1
Grb7	GRB7
Tspo	TSPO
Lrrn1	LRRN1
Mark1	MARK1
Ing4	ING4
Neu2	NEU2
Atp2c1	ATP2C1
Map3k8	MAP3K8
Ppp1r1a	PPP1R1A
Agxt	AGXT
Tssk2	TSSK2
Fbp2	FBP2
Rab3gap2	RAB3GAP2
Ctrc	CTRC
Pak1	PAK1
Map4	MAP4
Tirap	TIRAP
Cacna2d2	CACNA2D2
Pcbp1	PCBP1
Fbxo48	FBXO48
Vars2	VARS2
Optn	OPTN
Ccdc3	CCDC3
Polr2d	POLR2D
A730046J19Rik	SERTM2
Nkiras2	NKIRAS2
Ephx2	EPHX2
Bmf	BMF
Unc5d	UNC5D
Adamts10	ADAMTS10
Sox7	SOX7
Insig1	INSIG1
Ikbkb	IKBKB
Thbd	THBD
Lingo2	LINGO2
Usp53	USP53
Pramef6	PRAMEF14
Gm13101	PRAMEF14
C87977	PRAMEF14
Gm12790	PRAMEF14
Gm6509	PRAMEF14
Gm13023	PRAMEF14
C87499	PRAMEF14
AC140325.1	PRAMEF14
Pramef25	PRAMEF14
Oog1	PRAMEF14
Gm13083	PRAMEF14
Gm3259	PRAMEF14
Gm13128	PRAMEF14
AC140365.1	PRAMEF14
Pramef8	PRAMEF14
Pramef17	PRAMEF14
Pramef12	PRAMEF14
AC126035.1	PRAMEF14
Pramel1	PRAMEF14
Pramel6	PRAMEF14
Gm12789	PRAMEF14
Gm12800	PRAMEF14
Oog4	PRAMEF14
Gm16427	PRAMEF14
Gm3286	PRAMEF14
Gm13103	PRAMEF14
Gm13078	PRAMEF14
Gm12794	PRAMEF14
Pramef20	PRAMEF14
C87414	PRAMEF14
AC123873.1	PRAMEF14
Gm13088	PRAMEF14
Gm13089	PRAMEF14
Gm13040	PRAMEF14
AC164084.1	PRAMEF14
Gm13119	PRAMEF14
Gm3147	PRAMEF14
Gm10436	PRAMEF14
B020004J07Rik	PRAMEF14
Oog3	PRAMEF14
Pramel5	PRAMEF14
Gm13084	PRAMEF14
AC163611.1	PRAMEF14
AC133095.2	PRAMEF14
C130073F10Rik	PRAMEF14
BC080695	PRAMEF14
Oog2	PRAMEF14
Pramel7	PRAMEF14
Gm6351	PRAMEF14
AC140325.4	PRAMEF14
AC123873.2	PRAMEF14
Pramel4	PRAMEF14
Gm16367	PRAMEF14
AC124606.2	PRAMEF14
AC124606.1	PRAMEF14
AC125178.1	PRAMEF14
AC164084.2	PRAMEF14
AC165294.3	PRAMEF14
Gm7792	PRAMEF14
Gm3106	PRAMEF14
Gm3139	PRAMEF14
Gm3183	PRAMEF14
Gm16513	PRAMEF14
AC133095.1	PRAMEF14
Gm6502	PRAMEF14
Gm7942	PRAMEF14
Gm16429	PRAMEF14
Gm7971	PRAMEF14
D5Ertd577e	PRAMEF14
Gm3286	PRAMEF14
E330014E10Rik	PRAMEF14
BC061212	PRAMEF14
Gm7978	PRAMEF14
AA792892	PRAMEF14
AC140325.3	PRAMEF14
AC164084.3	PRAMEF14
Gm7682	PRAMEF14
Gm7982	PRAMEF14
AC125178.3	PRAMEF14
AC140325.2	PRAMEF14
AC165294.2	PRAMEF14
A430089I19Rik	PRAMEF14
Gm10424	PRAMEF14
AC125178.2	PRAMEF14
AC165294.1	PRAMEF14
AC123873.3	PRAMEF14
AC163611.2	PRAMEF14
Gm6205	PRAMEF14
Gm6367	PRAMEF14
Gm2042	PRAMEF14
Gm13043	PRAMEF14
Gm13057	PRAMEF14
Gm13102	PRAMEF14
Pramef6	PRAMEF15
Gm13101	PRAMEF15
C87977	PRAMEF15
Gm12790	PRAMEF15
Gm6509	PRAMEF15
Gm13023	PRAMEF15
C87499	PRAMEF15
AC140325.1	PRAMEF15
Pramef25	PRAMEF15
Oog1	PRAMEF15
Gm13083	PRAMEF15
Gm3259	PRAMEF15
Gm13128	PRAMEF15
AC140365.1	PRAMEF15
Pramef8	PRAMEF15
Pramef17	PRAMEF15
Pramef12	PRAMEF15
AC126035.1	PRAMEF15
Pramel1	PRAMEF15
Pramel6	PRAMEF15
Gm12789	PRAMEF15
Gm12800	PRAMEF15
Oog4	PRAMEF15
Gm16427	PRAMEF15
Gm3286	PRAMEF15
Gm13103	PRAMEF15
Gm13078	PRAMEF15
Gm12794	PRAMEF15
Pramef20	PRAMEF15
C87414	PRAMEF15
AC123873.1	PRAMEF15
Gm13088	PRAMEF15
Gm13089	PRAMEF15
Gm13040	PRAMEF15
AC164084.1	PRAMEF15
Gm13119	PRAMEF15
Gm3147	PRAMEF15
Gm10436	PRAMEF15
B020004J07Rik	PRAMEF15
Oog3	PRAMEF15
Pramel5	PRAMEF15
Gm13084	PRAMEF15
AC163611.1	PRAMEF15
AC133095.2	PRAMEF15
C130073F10Rik	PRAMEF15
BC080695	PRAMEF15
Oog2	PRAMEF15
Pramel7	PRAMEF15
Gm6351	PRAMEF15
AC140325.4	PRAMEF15
AC123873.2	PRAMEF15
Pramel4	PRAMEF15
Gm16367	PRAMEF15
AC124606.2	PRAMEF15
AC124606.1	PRAMEF15
AC125178.1	PRAMEF15
AC164084.2	PRAMEF15
AC165294.3	PRAMEF15
Gm7792	PRAMEF15
Gm3106	PRAMEF15
Gm3139	PRAMEF15
Gm3183	PRAMEF15
Gm16513	PRAMEF15
AC133095.1	PRAMEF15
Gm6502	PRAMEF15
Gm7942	PRAMEF15
Gm16429	PRAMEF15
Gm7971	PRAMEF15
D5Ertd577e	PRAMEF15
Gm3286	PRAMEF15
E330014E10Rik	PRAMEF15
BC061212	PRAMEF15
Gm7978	PRAMEF15
AA792892	PRAMEF15
AC140325.3	PRAMEF15
AC164084.3	PRAMEF15
Gm7682	PRAMEF15
Gm7982	PRAMEF15
AC125178.3	PRAMEF15
AC140325.2	PRAMEF15
AC165294.2	PRAMEF15
A430089I19Rik	PRAMEF15
Gm10424	PRAMEF15
AC125178.2	PRAMEF15
AC165294.1	PRAMEF15
AC123873.3	PRAMEF15
AC163611.2	PRAMEF15
Gm6205	PRAMEF15
Gm6367	PRAMEF15
Gm2042	PRAMEF15
Gm13043	PRAMEF15
Gm13057	PRAMEF15
Gm13102	PRAMEF15
Entpd3	ENTPD3
Trappc13	TRAPPC13
Skida1	SKIDA1
Lrrc58	LRRC58
Taf9b	TAF9B
Ptbp2	PTBP2
Ccdc169	CCDC169
March7	MARCH7
Crb1	CRB1
Sohlh2	CCDC169-SOHLH2
Cnpy3	CNPY3
Rbm20	RBM20
Myo18b	MYO18B
Cops5	COPS5
Arfgef1	ARFGEF1
Myf6	MYF6
Gne	GNE
Cbwd1	CBWD2
Gatad1	GATAD1
Appl2	APPL2
Gm1043	C4orf50
Prss42	PRSS42
Ncf2	NCF2
Mfsd10	MFSD10
Ctps2	CTPS2
Cspg5	CSPG5
Tmem238l	TMEM238L
Csmd1	CSMD1
Rere	RERE
Igkv15-103	IGKV1OR2-108
Deaf1	DEAF1
Rab35	RAB35
Lamb2	LAMB2
