mouseSymbol,choSymbol
Setbp1,Setbp1
Chek1,Chek1
Kcp,Kcp
Plvap,Plvap
2210407C18Rik,2210407C18Rik
Psmf1,Psmf1
Fn3k,Fn3k
1700029I15Rik,1700029I15Rik
Gtpbp3,Gtpbp3
Olfr323,Olfr323
Trim58,Trim58
Tob1,Tob1
Coq8a,Coq8a
Mapk8ip1,Mapk8ip1
Erp44,Erp44
Uba6,Uba6
Pank3,Pank3
Wfikkn2,Wfikkn2
Prom2,Prom2
Spred1,Spred1
Sgms2,Sgms2
Tctex1d2,Tctex1d2
Rheb,Rheb
Srsf9,Srsf9
Kcnj2,Kcnj2
Rbpj,Rbpj
Zfp750,Zfp750
Tbcd,Tbcd
Cryzl1,Cryzl1
Suv39h2,Suv39h2
Slc1a3,Slc1a3
Fpgs,Fpgs
Olfr411,Olfr411
Ercc8,Ercc8
Luc7l3,Luc7l3
Plxnb3,Plxnb3
Rap1gap2,Rap1gap2
Cd5l,Cd5l
Mccc2,Mccc2
BC030867,BC030867
Slk,Slk
Rspo4,Rspo4
Rspry1,Rspry1
Mbd5,Mbd5
Tmem132b,Tmem132b
Angpt4,Angpt4
Rbm18,Rbm18
Eng,Eng
Fam110a,Fam110a
Eny2,Eny2
Asb16,Asb16
Rhbdl3,Rhbdl3
Slc8b1,Slc8b1
Mrrf,Mrrf
Tmub2,Tmub2
Sox9,Sox9
Itsn1,Itsn1
B3gntl1,B3gntl1
Lrrfip2,Lrrfip2
Utp4,Utp4
Ceacam16,Ceacam16
Slc52a3,Slc52a3
Naprt,Naprt
Atxn7l3,Atxn7l3
Kpnb1,Kpnb1
Hsf2,Hsf2
Cep97,Cep97
Cry2,Cry2
Bzw1,Bzw1
Fmo1,Fmo1
Zfp956,Zfp956
Fam131c,Fam131c
Acvr2a,Acvr2a
Capn5,Capn5
Olfr315,Olfr315
Gnrhr,Gnrhr
Gnb5,Gnb5
Me1,Me1
Asb18,Asb18
Ucn,Ucn
Bik,Bik
Syt15,Syt15
Serpina12,Serpina12
Tiam1,Tiam1
Phyhip,Phyhip
Scrt2,Scrt2
Elmo2,Elmo2
Cacna2d4,Cacna2d4
Srxn1,Srxn1
Rasgrp1,Rasgrp1
Fam183b,Fam183b
Nosip,Nosip
Vps25,Vps25
Chid1,Chid1
Pih1d1,Pih1d1
Tex10,Tex10
Cdan1,Cdan1
Zbtb37,Zbtb37
Sstr2,Sstr2
Tmprss11c,Tmprss11c
Acy1,Acy1
Clcnka,Clcnka
Fbxo7,Fbxo7
Mindy3,Mindy3
Slc39a11,Slc39a11
Invs,Invs
Abhd12b,Abhd12b
Smug1,Smug1
A730046J19Rik,A730046J19Rik
Ppp2r1a,Ppp2r1a
Faah,Faah
5730455P16Rik,5730455P16Rik
Homer3,Homer3
Polr3h,Polr3h
Triap1,Triap1
Scrg1,Scrg1
Cox6a1,Cox6a1
Tie1,Tie1
Sap30,Sap30
Arl6ip5,Arl6ip5
Adnp2,Adnp2
Aldh16a1,Aldh16a1
Myl10,Myl10
Atrn,Atrn
Micu2,Micu2
Tspan4,Tspan4
Prrg2,Prrg2
Tex33,Tex33
Map3k10,Map3k10
Zfp39,Zfp39
Tmem132c,Tmem132c
Lrtm2,Lrtm2
Msi1,Msi1
Lcn9,Lcn9
Ddx49,Ddx49
Il13,Il13
Dclk1,Dclk1
Slc26a6,Slc26a6
Pcyt1a,Pcyt1a
Wap,Wap
Spi1,Spi1
Srpk3,Srpk3
Mrps5,Mrps5
Sohlh1,Sohlh1
Slc35c1,Slc35c1
Ttbk2,Ttbk2
Tnfsf8,Tnfsf8
Alg12,Alg12
Tpcn1,Tpcn1
Mfap5,Mfap5
Rpl18,Rpl18
Lmod3,Lmod3
Mcat,Mcat
Lamc1,Lamc1
Srek1,Srek1
Rad50,Rad50
Trak1,Trak1
Ndufv3,Ndufv3
Mlxip,Mlxip
Hmgb2,Hmgb2
Cbx5,Cbx5
Tspo,Tspo
Gli3,Gli3
Dennd4a,Dennd4a
Cog1,Cog1
Pofut2,Pofut2
Clk1,Clk1
Thbs1,Thbs1
Ptgdr,Ptgdr
Pknox1,Pknox1
Mal,Mal
Ccdc141,Ccdc141
Entpd1,Entpd1
G3bp2,G3bp2
C430049E01Rik,C430049E01Rik
Pus7,Pus7
Cluh,Cluh
Serpina5,Serpina5
Pip5k1a,Pip5k1a
Fxyd2,Fxyd2
Bst2,Bst2
Flt1,Flt1
Tmprss11a,Tmprss11a
Hsdl2,Hsdl2
Prdx4,Prdx4
Pola1,Pola1
Polr2c,Polr2c
Swap70,Swap70
Cdh5,Cdh5
1110004F10Rik,1110004F10Rik
Trim17,Trim17
Bdp1,Bdp1
Rarg,Rarg
Serinc1,Serinc1
Glt1d1,Glt1d1
Tmprss11g,Tmprss11g
Cxcr5,Cxcr5
Col26a1,Col26a1
Praf2,Praf2
Wdr45,Wdr45
Srd5a1,Srd5a1
Bcl9l,Bcl9l
Ramp3,Ramp3
Casr,Casr
Lrrn1,Lrrn1
Mip,Mip
Olfr132,Olfr132
Chst1,Chst1
Mvb12a,Mvb12a
Dclre1b,Dclre1b
Wscd1,Wscd1
Mtnr1b,Mtnr1b
Dok4,Dok4
Prkag2,Prkag2
Ptk2b,Ptk2b
Tbc1d25,Tbc1d25
Zfp207,Zfp207
Emid1,Emid1
Bean1,Bean1
Dnajb8,Dnajb8
Dlx5,Dlx5
Nsun2,Nsun2
Cdk9,Cdk9
Npepps,Npepps
Usp28,Usp28
Slc51b,Slc51b
Mybpc3,Mybpc3
Frmd4b,Frmd4b
Eya1,Eya1
Rasl12,Rasl12
BC051665,BC051665
Tyw3,Tyw3
Clec7a,Clec7a
Wnt7a,Wnt7a
Galnt7,Galnt7
Mall,Mall
Zfp777,Zfp777
Tex35,Tex35
Aipl1,Aipl1
Uhrf1,Uhrf1
Wnk4,Wnk4
1700001K19Rik,1700001K19Rik
Il1rapl2,Il1rapl2
Cog8,Cog8
Tbc1d20,Tbc1d20
Cryz,Cryz
Tex13a,Tex13a
Reep6,Reep6
Vps4a,Vps4a
Sestd1,Sestd1
Bola2,Bola2
Gpr176,Gpr176
Sh2d3c,Sh2d3c
Nphp1,Nphp1
Gadd45g,Gadd45g
Rbck1,Rbck1
Mpv17,Mpv17
Moxd2,Moxd2
Iqcd,Iqcd
Psmb5,Psmb5
Tceal1,Tceal1
Slc24a1,Slc24a1
Neurod6,Neurod6
Sirt4,Sirt4
Zer1,Zer1
Mtfmt,Mtfmt
Nfasc,Nfasc
Col13a1,Col13a1
Abcc3,Abcc3
Palmd,Palmd
Sdhaf3,Sdhaf3
Pimreg,Pimreg
Prss58,Prss58
Nrcam,Nrcam
Rnf11,Rnf11
Mettl1,Mettl1
Ccdc129,Ccdc129
Csdc2,Csdc2
Zfp385b,Zfp385b
1700074P13Rik,1700074P13Rik
Mettl21b,Mettl21b
Btbd18,Btbd18
Prr14l,Prr14l
Gm7534,Gm7534
Selenoh,Selenoh
Ackr3,Ackr3
Grhl3,Grhl3
Diras2,Diras2
Rpl24,Rpl24
B3gnt6,B3gnt6
Get4,Get4
Gmppa,Gmppa
Tunar,Tunar
Hspa14,Hspa14
4930522H14Rik,4930522H14Rik
Psmb11,Psmb11
Zbtb11,Zbtb11
Perm1,Perm1
Son,Son
Pitpnm3,Pitpnm3
D11Wsu47e,D11Wsu47e
Stac3,Stac3
Pomp,Pomp
Gm45902,Gm45902
Mfsd5,Mfsd5
Eefsec,Eefsec
Acin1,Acin1
Dhx30,Dhx30
Tnc,Tnc
Pdgfra,Pdgfra
Rab11b,Rab11b
Becn1,Becn1
Pkhd1l1,Pkhd1l1
Syn3,Syn3
Cpsf4l,Cpsf4l
Adap1,Adap1
Fam35a,Fam35a
Aicda,Aicda
Wdr37,Wdr37
Hdlbp,Hdlbp
Ddx50,Ddx50
Ift22,Ift22
Slc27a1,Slc27a1
Clcnkb,Clcnkb
Apobec1,Apobec1
Mapre2,Mapre2
Mrpl45,Mrpl45
Tmem126b,Tmem126b
Syt13,Syt13
E130308A19Rik,E130308A19Rik
Fis1,Fis1
4930412O13Rik,4930412O13Rik
Asf1b,Asf1b
Ubr1,Ubr1
Gata3,Gata3
Magt1,Magt1
Ngb,Ngb
Setmar,Setmar
Phex,Phex
Mlh1,Mlh1
Pxn,Pxn
Spock3,Spock3
Dmrtc1a,Dmrtc1a
Defb23,Defb23
H2-Oa,H2-Oa
Defb20,Defb20
Shcbp1l,Shcbp1l
Cldn15,Cldn15
Defb28,Defb28
Dnajb13,Dnajb13
Ppp1r17,Ppp1r17
Sdk2,Sdk2
Cntd1,Cntd1
Sumf1,Sumf1
Dcst2,Dcst2
D430019H16Rik,D430019H16Rik
Eif2ak4,Eif2ak4
Dcst1,Dcst1
Ankdd1a,Ankdd1a
Coa3,Coa3
Spg21,Spg21
Ucp2,Ucp2
Slc46a3,Slc46a3
Adcy1,Adcy1
Catsper4,Catsper4
Arhgef2,Arhgef2
B3gnt4,B3gnt4
Tmem185b,Tmem185b
Espl1,Espl1
C1qb,C1qb
Cox19,Cox19
Bub1,Bub1
Adgrg6,Adgrg6
Sytl1,Sytl1
Inip,Inip
Ap1s3,Ap1s3
Gpr179,Gpr179
2610528J11Rik,2610528J11Rik
Rnf139,Rnf139
Acer3,Acer3
Gdf3,Gdf3
Erbin,Erbin
Cyp2w1,Cyp2w1
Leo1,Leo1
Fcrl5,Fcrl5
Tmprss11f,Tmprss11f
C130050O18Rik,C130050O18Rik
Gm11985,Gm11985
Gper1,Gper1
Ebp,Ebp
Prkaca,Prkaca
3110082I17Rik,3110082I17Rik
Ubtf,Ubtf
Epm2aip1,Epm2aip1
Ldb1,Ldb1
Trim11,Trim11
Bdkrb2,Bdkrb2
Gpr146,Gpr146
Msgn1,Msgn1
Igfbp1,Igfbp1
Defb19,Defb19
Mtus2,Mtus2
Cbs,Cbs
Cdkn2c,Cdkn2c
Socs7,Socs7
Defb36,Defb36
Mfsd10,Mfsd10
Elovl7,Elovl7
Ube2h,Ube2h
Med6,Med6
Rem1,Rem1
Arhgap23,Arhgap23
Tmprss11b,Tmprss11b
Prdm11,Prdm11
Bmp1,Bmp1
Gm13420,Gm13420
Ruvbl1,Ruvbl1
Atg2b,Atg2b
Osbp2,Osbp2
Irf5,Irf5
Olr1,Olr1
Ttll12,Ttll12
Vps33a,Vps33a
H13,H13
Zfand2a,Zfand2a
Smarcc1,Smarcc1
Dhx9,Dhx9
Golph3l,Golph3l
Coq4,Coq4
Tmem125,Tmem125
Trp53i11,Trp53i11
Cyp2e1,Cyp2e1
Creld2,Creld2
Tmed6,Tmed6
Tnpo3,Tnpo3
Pfdn5,Pfdn5
Mrps9,Mrps9
Dhrs7b,Dhrs7b
Srcin1,Srcin1
Lrig2,Lrig2
Pgls,Pgls
Sftpc,Sftpc
Acoxl,Acoxl
Gm13547,Gm13547
Ythdc1,Ythdc1
Hint2,Hint2
Glud1,Glud1
Pprc1,Pprc1
Trub2,Trub2
Myg1,Myg1
Nfe2,Nfe2
Tead3,Tead3
Olfr5,Olfr5
Fam129c,Fam129c
Lepr,Lepr
Matk,Matk
Snx3,Snx3
Tstd3,Tstd3
Nanog,Nanog
Bcl2l11,Bcl2l11
Apom,Apom
Zw10,Zw10
Elf4,Elf4
Psmd11,Psmd11
Pipox,Pipox
1700123O20Rik,1700123O20Rik
Cdh24,Cdh24
Taf10,Taf10
Adarb1,Adarb1
Faf1,Faf1
Rrp8,Rrp8
Tmem62,Tmem62
Plekhn1,Plekhn1
Col17a1,Col17a1
Lman1,Lman1
Sec61a1,Sec61a1
Igfbp3,Igfbp3
Zbtb7b,Zbtb7b
Lgi3,Lgi3
Qdpr,Qdpr
Hmox2,Hmox2
2210010C04Rik,2210010C04Rik
Ilk,Ilk
Abhd14a,Abhd14a
Plekho2,Plekho2
Vps11,Vps11
Trank1,Trank1
Natd1,Natd1
4933427D14Rik,4933427D14Rik
Micall2,Micall2
Ap2a2,Ap2a2
Nfib,Nfib
Vezt,Vezt
Rars,Rars
Plgrkt,Plgrkt
Tmprss11e,Tmprss11e
Ube4b,Ube4b
Cdip1,Cdip1
Abhd14b,Abhd14b
Olfr50,Olfr50
Adipor2,Adipor2
Diexf,Diexf
Exosc7,Exosc7
Txndc17,Txndc17
Obscn,Obscn
Idh3g,Idh3g
Tor2a,Tor2a
Slc7a1,Slc7a1
Ccdc102a,Ccdc102a
Usp45,Usp45
Rplp0,Rplp0
Ccndbp1,Ccndbp1
Klhdc9,Klhdc9
Mpst,Mpst
Reep4,Reep4
Nr2e1,Nr2e1
Rab12,Rab12
Metrnl,Metrnl
Plod3,Plod3
Fzd10,Fzd10
E330021D16Rik,E330021D16Rik
Tspan18,Tspan18
Snx30,Snx30
Wwc1,Wwc1
Phtf2,Phtf2
Hspb7,Hspb7
AI314180,AI314180
Map3k9,Map3k9
Tmem89,Tmem89
Ptchd3,Ptchd3
Fam25c,Fam25c
Zfp663,Zfp663
Aoc2,Aoc2
Crisp2,Crisp2
Grk2,Grk2
Etv3,Etv3
Ubl3,Ubl3
Zfp334,Zfp334
Nsun4,Nsun4
Spen,Spen
Npl,Npl
Pdk3,Pdk3
Ocstamp,Ocstamp
Cyp27b1,Cyp27b1
Fbxo27,Fbxo27
Ttyh2,Ttyh2
Map2k3,Map2k3
Aggf1,Aggf1
Slc13a3,Slc13a3
Porcn,Porcn
Aoc3,Aoc3
Trmt10c,Trmt10c
Slc2a3,Slc2a3
Hsp90aa1,Hsp90aa1
Serf1,Serf1
Col28a1,Col28a1
Dpy19l3,Dpy19l3
Anapc1,Anapc1
Dnaic2,Dnaic2
Zbtb17,Zbtb17
Cnksr1,Cnksr1
Ranbp3l,Ranbp3l
Adgrg5,Adgrg5
Chrm3,Chrm3
Mllt6,Mllt6
Tbc1d13,Tbc1d13
Mrps15,Mrps15
Abcf1,Abcf1
Aifm1,Aifm1
Ccar1,Ccar1
Srp14,Srp14
Slc2a10,Slc2a10
Bmf,Bmf
Flad1,Flad1
Gstz1,Gstz1
Id1,Id1
Kbtbd12,Kbtbd12
Tmem43,Tmem43
Eya2,Eya2
Cox4i2,Cox4i2
Uqcrc1,Uqcrc1
Tulp1,Tulp1
Tk2,Tk2
Syce1,Syce1
Themis3,Themis3
Ints1,Ints1
Bcl2l1,Bcl2l1
Kremen1,Kremen1
Naaa,Naaa
Atf7ip,Atf7ip
4933402E13Rik,4933402E13Rik
Copz1,Copz1
Katna1,Katna1
Pif1,Pif1
Gpr45,Gpr45
Slc51a,Slc51a
Pomt2,Pomt2
G6pc,G6pc
Zfx,Zfx
Msantd3,Msantd3
Kif19a,Kif19a
Sncg,Sncg
Cdk5r1,Cdk5r1
Trpc6,Trpc6
Gpr84,Gpr84
Cc2d2b,Cc2d2b
Tmem52b,Tmem52b
4921536K21Rik,4921536K21Rik
Katnal1,Katnal1
Il12a,Il12a
Dusp18,Dusp18
Ap1s1,Ap1s1
Mgll,Mgll
Cck,Cck
Nectin4,Nectin4
Ptrh1,Ptrh1
Ptprm,Ptprm
Mios,Mios
Zmynd8,Zmynd8
Slc46a2,Slc46a2
Cfap157,Cfap157
Serpine1,Serpine1
Gabarapl1,Gabarapl1
Zdhhc19,Zdhhc19
Serpina7,Serpina7
Tll1,Tll1
Aarsd1,Aarsd1
Tsku,Tsku
Colgalt1,Colgalt1
Btbd17,Btbd17
Pqlc1,Pqlc1
Mis18a,Mis18a
Muc3,Muc3
Slc17a7,Slc17a7
Grk6,Grk6
Rundc1,Rundc1
Hr,Hr
Unc13a,Unc13a
Tpx2,Tpx2
Eef1a2,Eef1a2
March9,March9
Irf6,Irf6
Ptges3l,Ptges3l
Tmod4,Tmod4
Zfp385a,Zfp385a
Cdnf,Cdnf
Ppdpf,Ppdpf
Pak6,Pak6
Cd274,Cd274
Mmrn2,Mmrn2
Cisd3,Cisd3
Ccbe1,Ccbe1
Fbxl14,Fbxl14
Wnt5b,Wnt5b
Mertk,Mertk
1700067K01Rik,1700067K01Rik
Clec3b,Clec3b
Gucy2d,Gucy2d
Ptk6,Ptk6
Cdk15,Cdk15
Epb42,Epb42
Slc35e4,Slc35e4
Srms,Srms
Fam107b,Fam107b
Stt3a,Stt3a
Tmem87b,Tmem87b
Asic4,Asic4
Bag6,Bag6
Gpr142,Gpr142
Kcnj12,Kcnj12
Fndc11,Fndc11
Nfix,Nfix
Nudt18,Nudt18
Helz2,Helz2
Mylk2,Mylk2
Rgs8,Rgs8
Pafah1b3,Pafah1b3
Muc5ac,Muc5ac
Mrap,Mrap
Sulf2,Sulf2
E130218I03Rik,E130218I03Rik
Cdcp1,Cdcp1
Ufsp1,Ufsp1
Gprc5c,Gprc5c
Ak7,Ak7
Med31,Med31
Plcb2,Plcb2
Sdad1,Sdad1
Cckar,Cckar
Nadk,Nadk
Senp7,Senp7
Pcgf2,Pcgf2
Nab1,Nab1
Zfp593,Zfp593
Pear1,Pear1
Foxs1,Foxs1
Gmeb2,Gmeb2
Dusp15,Dusp15
Cd86,Cd86
Slc13a5,Slc13a5
Tmem60,Tmem60
Tmeff1,Tmeff1
Arf4,Arf4
4933428M09Rik,4933428M09Rik
Cd300a,Cd300a
Psmg3,Psmg3
Crhbp,Crhbp
Mafk,Mafk
Ncoa3,Ncoa3
Mlc1,Mlc1
Stmn3,Stmn3
Ifnlr1,Ifnlr1
Dnajc13,Dnajc13
Dennd6a,Dennd6a
Clrn2,Clrn2
Shmt2,Shmt2
Ostm1,Ostm1
Kctd17,Kctd17
Cd300lb,Cd300lb
Setdb2,Setdb2
Atp7a,Atp7a
Gcn1l1,Gcn1l1
Rtel1,Rtel1
Orc2,Orc2
Gpr137c,Gpr137c
Tgfbrap1,Tgfbrap1
Srrt,Srrt
Endog,Endog
Znrf3,Znrf3
Ndufa4l2,Ndufa4l2
Sox10,Sox10
Fam160b2,Fam160b2
Ttll9,Ttll9
Gm6760,Gm6760
Il22ra1,Il22ra1
Nqo2,Nqo2
Tgm5,Tgm5
Angptl4,Angptl4
Siglec1,Siglec1
Prex1,Prex1
Muc5b,Muc5b
3830417A13Rik,3830417A13Rik
Flot2,Flot2
Pip4k2b,Pip4k2b
Lap3,Lap3
Ccnj,Ccnj
Cwc25,Cwc25
Ripk1,Ripk1
Alox5,Alox5
Rab33a,Rab33a
S100z,S100z
Erc1,Erc1
Pdcd1lg2,Pdcd1lg2
F2rl1,F2rl1
F2r,F2r
Zfp397,Zfp397
Tgm7,Tgm7
F2rl2,F2rl2
Pkib,Pkib
Pde12,Pde12
Erich3,Erich3
Adal,Adal
Cryaa,Cryaa
Mapk3,Mapk3
Eif4a2,Eif4a2
Hspa12b,Hspa12b
Cxcl9,Cxcl9
Itga4,Itga4
Tspan31,Tspan31
Ubr5,Ubr5
Cope,Cope
Tollip,Tollip
Vta1,Vta1
Mrpl44,Mrpl44
Kcnt1,Kcnt1
Cdadc1,Cdadc1
Chpf,Chpf
Wdfy1,Wdfy1
Lyzl4,Lyzl4
A430105I19Rik,A430105I19Rik
Tmem98,Tmem98
Slc4a1,Slc4a1
Tmem198,Tmem198
Clec16a,Clec16a
Mov10l1,Mov10l1
Plbd1,Plbd1
Klre1,Klre1
Itga5,Itga5
Obsl1,Obsl1
Cacna1g,Cacna1g
Ebag9,Ebag9
Kdm4b,Kdm4b
Mpp1,Mpp1
Arhgap28,Arhgap28
Fam160a1,Fam160a1
Lcmt2,Lcmt2
1700001P01Rik,1700001P01Rik
Zcchc8,Zcchc8
Xpc,Xpc
Fbln7,Fbln7
Arhgap30,Arhgap30
Mad1l1,Mad1l1
Spaca3,Spaca3
Cd300e,Cd300e
Pdrg1,Pdrg1
Ensa,Ensa
Stx2,Stx2
Bmpr1a,Bmpr1a
Arhgef11,Arhgef11
Zc3h8,Zc3h8
Ubl7,Ubl7
Rab37,Rab37
Aldh3a1,Aldh3a1
Neurod1,Neurod1
Neil1,Neil1
Ifi35,Ifi35
Cse1l,Cse1l
Klrk1,Klrk1
Olfr433,Olfr433
Lasp1,Lasp1
Xbp1,Xbp1
Rsbn1l,Rsbn1l
Tcn2,Tcn2
Zc3h6,Zc3h6
1700037H04Rik,1700037H04Rik
Nckap5l,Nckap5l
Tfrc,Tfrc
Gm14025,Gm14025
Madd,Madd
Olfr432,Olfr432
Rnd2,Rnd2
Cxcl10,Cxcl10
Fbxo39,Fbxo39
Prr3,Prr3
Klrd1,Klrd1
Inhba,Inhba
Rab35,Rab35
Nap1l2,Nap1l2
Cxcl11,Cxcl11
Urb1,Urb1
Vat1,Vat1
Bcdin3d,Bcdin3d
Spaca4,Spaca4
Rfc4,Rfc4
Tekt1,Tekt1
Cenpb,Cenpb
Aqp8,Aqp8
Lars2,Lars2
Slitrk4,Slitrk4
Cdc25b,Cdc25b
Rgs16,Rgs16
Gnl1,Gnl1
Stau1,Stau1
Cavin4,Cavin4
Fkbp5,Fkbp5
Lrrc32,Lrrc32
Lrrc71,Lrrc71
Ttl,Ttl
Ext2,Ext2
Il27ra,Il27ra
Prr19,Prr19
Tigd4,Tigd4
Blnk,Blnk
Polr1b,Polr1b
Dnmt3l,Dnmt3l
Palm3,Palm3
Zfp280c,Zfp280c
Insrr,Insrr
Bicdl1,Bicdl1
Scnm1,Scnm1
Gm39653,Gm39653
Dytn,Dytn
Wdtc1,Wdtc1
Mrm2,Mrm2
Xkr7,Xkr7
Kcng2,Kcng2
Chchd5,Chchd5
Mdh1b,Mdh1b
Plppr1,Plppr1
Ntrk1,Ntrk1
Ildr1,Ildr1
Hck,Hck
Brca1,Brca1
Kdr,Kdr
Smtnl2,Smtnl2
Gdpd3,Gdpd3
Zfp507,Zfp507
Upf1,Upf1
Ccl2,Ccl2
Gpr135,Gpr135
Olfr430,Olfr430
Cryzl2,Cryzl2
Trabd,Trabd
Cpe,Cpe
Ggt6,Ggt6
Gucy2c,Gucy2c
Aire,Aire
Col7a1,Col7a1
Depdc5,Depdc5
Faim2,Faim2
Fam207a,Fam207a
Taf3,Taf3
Tmem145,Tmem145
Zfp24,Zfp24
Spef1,Spef1
Hcfc1,Hcfc1
Commd4,Commd4
Irak3,Irak3
Ccl7,Ccl7
Ssr4,Ssr4
Ccl11,Ccl11
Panx2,Panx2
Ccl12,Ccl12
Slc20a1,Slc20a1
Myom3,Myom3
Ift80,Ift80
Slc22a21,Slc22a21
Rundc3a,Rundc3a
Ccl1,Ccl1
Dmtn,Dmtn
Trim9,Trim9
Adgrd1,Adgrd1
Tmed8,Tmed8
Shisa2,Shisa2
Tmbim4,Tmbim4
Tnfaip8l2,Tnfaip8l2
Lysmd1,Lysmd1
Ssfa2,Ssfa2
Acyp2,Acyp2
Alox5ap,Alox5ap
Tspan33,Tspan33
Vipr1,Vipr1
Faiml,Faiml
Rpf1,Rpf1
C1qc,C1qc
Medag,Medag
Sv2c,Sv2c
Slc27a4,Slc27a4
Fmo2,Fmo2
Fntb,Fntb
Ctag2,Ctag2
Fam149b,Fam149b
Ckap2l,Ckap2l
Itgb2,Itgb2
Rnasel,Rnasel
C1qa,C1qa
L3hypdh,L3hypdh
Il1a,Il1a
Fam184b,Fam184b
Gpx2,Gpx2
Slc25a39,Slc25a39
Rab15,Rab15
Brd2,Brd2
Mrps12,Mrps12
Slc9a3r1,Slc9a3r1
Gtsf1,Gtsf1
Gstm7,Gstm7
Zscan29,Zscan29
Atp8a2,Atp8a2
Slc16a8,Slc16a8
Tmem104,Tmem104
Trp53bp1,Trp53bp1
Tex26,Tex26
Tnni3k,Tnni3k
Rln3,Rln3
Ddx27,Ddx27
Stim2,Stim2
Eva1c,Eva1c
Gm30191,Gm30191
Tmprss6,Tmprss6
Nat9,Nat9
Fastkd2,Fastkd2
Spns2,Spns2
F830045P16Rik,F830045P16Rik
Lrrc41,Lrrc41
Wdr95,Wdr95
Srd5a3,Srd5a3
Idi1,Idi1
Mybbp1a,Mybbp1a
Gfra1,Gfra1
Chic1,Chic1
Tm9sf4,Tm9sf4
Rfx1,Rfx1
Aldh3a2,Aldh3a2
Abtb1,Abtb1
Znfx1,Znfx1
Rad54l,Rad54l
Ypel3,Ypel3
Pdzd4,Pdzd4
Tmem132e,Tmem132e
Pgr,Pgr
Lrsam1,Lrsam1
Rps28,Rps28
Fzd7,Fzd7
Psmc4,Psmc4
Lsm3,Lsm3
Accs,Accs
Fbxo47,Fbxo47
Nbr1,Nbr1
Kank3,Kank3
Plxdc1,Plxdc1
Noxred1,Noxred1
Sec22c,Sec22c
Grin2c,Grin2c
Frmd4a,Frmd4a
Ccdc90b,Ccdc90b
Plagl2,Plagl2
Neurog3,Neurog3
Fam129b,Fam129b
Cklf,Cklf
Fam241b,Fam241b
Gm973,Gm973
Nxph4,Nxph4
Pofut1,Pofut1
Ptgis,Ptgis
Aqp2,Aqp2
Srsf10,Srsf10
Ginm1,Ginm1
Ap5s1,Ap5s1
Sema6c,Sema6c
Ppp1r1c,Ppp1r1c
Ptprs,Ptprs
Epha8,Epha8
Sars2,Sars2
Nolc1,Nolc1
Pdlim4,Pdlim4
Fdxr,Fdxr
Ndufaf6,Ndufaf6
Mavs,Mavs
Aqp5,Aqp5
Ankrd42,Ankrd42
Kcnb1,Kcnb1
Rbm5,Rbm5
Snx8,Snx8
Mok,Mok
Cct6b,Cct6b
Aqp6,Aqp6
B4galt5,B4galt5
Kif3b,Kif3b
Tmem165,Tmem165
Msmo1,Msmo1
Spns3,Spns3
4930562C15Rik,4930562C15Rik
Mrpl54,Mrpl54
Fads6,Fads6
Trpc5,Trpc5
Aadat,Aadat
Slc9a8,Slc9a8
Tet1,Tet1
4930407I10Rik,4930407I10Rik
Arhgap42,Arhgap42
Asxl1,Asxl1
Tex36,Tex36
Clock,Clock
Fgf17,Fgf17
Grn,Grn
Ube2g1,Ube2g1
Gtf2e1,Gtf2e1
Slc47a2,Slc47a2
L3mbtl4,L3mbtl4
Otop2,Otop2
Slc15a2,Slc15a2
Arl5c,Arl5c
Pde1a,Pde1a
Dok2,Dok2
Eif3b,Eif3b
Ryr2,Ryr2
Smco3,Smco3
Ush1g,Ush1g
Armc12,Armc12
Otop3,Otop3
Npm2,Npm2
Wbp11,Wbp11
Cep70,Cep70
Apba3,Apba3
Clpsl2,Clpsl2
Acpp,Acpp
Nol4l,Nol4l
Xpo7,Xpo7
Coa4,Coa4
BC048502,BC048502
Gm765,Gm765
Zc3hc1,Zc3hc1
Olfr70,Olfr70
Tjp3,Tjp3
Tomm7,Tomm7
Zdhhc5,Zdhhc5
Ric1,Ric1
Pank2,Pank2
Tmem115,Tmem115
Rab6a,Rab6a
Cacnb1,Cacnb1
Zfp830,Zfp830
Hid1,Hid1
Dclk3,Dclk3
P4ha2,P4ha2
Smim9,Smim9
Tmx2,Tmx2
Alkbh3,Alkbh3
Comp,Comp
Rhag,Rhag
Rnf114,Rnf114
Tmem19,Tmem19
Rnf24,Rnf24
Limd1,Limd1
Clps,Clps
Stac,Stac
Pappa,Pappa
Trcg1,Trcg1
Tbx6,Tbx6
Mrpl48,Mrpl48
Nop14,Nop14
Spata2,Spata2
Adamtsl4,Adamtsl4
Sec63,Sec63
Dcaf15,Dcaf15
Med19,Med19
Snai1,Snai1
Epb41l3,Epb41l3
Ddx54,Ddx54
Mmp17,Mmp17
Tmem189,Tmem189
Itga2b,Itga2b
Zfp467,Zfp467
Cenpq,Cenpq
Klf7,Klf7
Nup54,Nup54
Cyb561d2,Cyb561d2
Rad23a,Rad23a
Olfr429,Olfr429
Sdc3,Sdc3
Olfr427,Olfr427
Pnrc2,Pnrc2
Pcbp4,Pcbp4
1110004E09Rik,1110004E09Rik
Olfr231,Olfr231
Ccdc117,Ccdc117
Sept14,Sept14
Sall2,Sall2
Kcnma1,Kcnma1
Foxj2,Foxj2
F8,F8
Nln,Nln
Nckap1l,Nckap1l
Mab21l1,Mab21l1
March6,March6
